s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_HEPTAN_SURROGATE,MLR_PRODUCTS,ZONE_1
 2.4800137E+002, 2.1142017E+001, 0.0000000E+000,-9.8301143E+000, 3.9407385E-006,-1.0514555E+001, 0.0000000E+000, 4.1488581E-001, 0.0000000E+000, 1.2828845E+000, 1.2122366E+000, 0.0000000E+000, 5.7941437E-004, 0.0000000E+000, 8.6853574E+003
 2.4900575E+002, 2.4817038E+001, 0.0000000E+000,-1.0899071E+001,-1.3850352E-005,-1.0513817E+001, 0.0000000E+000, 1.4342862E+000, 0.0000000E+000, 4.8756024E+000, 4.8384225E+000, 0.0000000E+000, 5.7811872E-004, 0.0000000E+000, 8.7155103E+003
 2.5000154E+002, 2.1963122E+001, 0.0000000E+000,-9.9041066E+000, 1.7470887E-005,-1.0621734E+001, 0.0000000E+000, 7.0524971E-001, 0.0000000E+000, 2.2603823E+000, 2.1425485E+000, 0.0000000E+000, 5.7778580E-004, 0.0000000E+000, 8.7304479E+003
 2.5100690E+002, 2.2290520E+001, 0.0000000E+000,-1.0264884E+001,-5.4111585E-006,-1.0643189E+001, 0.0000000E+000, 6.3856829E-001, 0.0000000E+000, 2.0497202E+000, 2.0210092E+000, 0.0000000E+000, 5.7891210E-004, 0.0000000E+000, 8.7438073E+003
 2.5200749E+002, 2.1359813E+001, 0.0000000E+000,-9.9787166E+000,-1.0652989E-005,-1.0712515E+001, 0.0000000E+000, 3.5415537E-001, 0.0000000E+000, 1.0508773E+000, 1.0227266E+000, 0.0000000E+000, 5.8145276E-004, 0.0000000E+000, 8.7511153E+003
 2.5300705E+002, 2.1624090E+001, 0.0000000E+000,-9.9338720E+000,-1.2104879E-006,-1.0724924E+001, 0.0000000E+000, 4.9100838E-001, 0.0000000E+000, 1.5407792E+000, 1.4563005E+000, 0.0000000E+000, 5.8612585E-004, 0.0000000E+000, 8.7615059E+003
 2.5400453E+002, 2.4774831E+001, 0.0000000E+000,-1.0963091E+001,-4.4267163E-006,-1.0807525E+001, 0.0000000E+000, 1.2724078E+000, 0.0000000E+000, 4.3257145E+000, 4.2766189E+000, 0.0000000E+000, 5.9282209E-004, 0.0000000E+000, 8.7880535E+003
 2.5500829E+002, 2.1124447E+001, 0.0000000E+000,-9.6187775E+000, 4.0516529E-005,-1.1004316E+001, 0.0000000E+000, 3.5011785E-001, 0.0000000E+000, 9.6566244E-001, 8.5151248E-001, 0.0000000E+000, 5.9788973E-004, 0.0000000E+000, 8.7956120E+003
 2.5600644E+002, 2.5023886E+001, 0.0000000E+000,-1.1191725E+001,-2.8809626E-005,-1.0976803E+001, 0.0000000E+000, 1.1930496E+000, 0.0000000E+000, 4.0409098E+000, 4.0483789E+000, 0.0000000E+000, 6.0138935E-004, 0.0000000E+000, 8.8203581E+003
 2.5700708E+002, 2.6145364E+001, 0.0000000E+000,-1.1216712E+001,-3.4687858E-006,-1.1080354E+001, 0.0000000E+000, 1.6592713E+000, 0.0000000E+000, 5.6107259E+000, 5.5075655E+000, 0.0000000E+000, 6.0515401E-004, 0.0000000E+000, 8.8553400E+003
 2.5800488E+002, 2.3155415E+001, 0.0000000E+000,-1.0419329E+001,-6.3343153E-006,-1.1156449E+001, 0.0000000E+000, 7.1414862E-001, 0.0000000E+000, 2.3099559E+000, 2.2937793E+000, 0.0000000E+000, 6.0918918E-004, 0.0000000E+000, 8.8701112E+003
 2.5900589E+002, 2.2892342E+001, 0.0000000E+000,-1.0302591E+001,-1.7751881E-005,-1.0983307E+001, 0.0000000E+000, 7.6511182E-001, 0.0000000E+000, 2.4550125E+000, 2.3715378E+000, 0.0000000E+000, 6.1153883E-004, 0.0000000E+000, 8.8862809E+003
 2.6000229E+002, 2.2095874E+001, 0.0000000E+000,-1.0217692E+001,-9.1810730E-007,-1.1045179E+001, 0.0000000E+000, 4.5563175E-001, 0.0000000E+000, 1.4054505E+000, 1.2886339E+000, 0.0000000E+000, 6.1225787E-004, 0.0000000E+000, 8.8959565E+003
 2.6100098E+002, 2.3493770E+001, 0.0000000E+000,-1.0537208E+001,-1.3096701E-005,-1.0917569E+001, 0.0000000E+000, 8.8528319E-001, 0.0000000E+000, 2.9242136E+000, 2.9242631E+000, 0.0000000E+000, 6.1324280E-004, 0.0000000E+000, 8.9142986E+003
 2.6200659E+002, 2.3217345E+001, 0.0000000E+000,-1.0605861E+001, 7.7946680E-006,-1.1036464E+001, 0.0000000E+000, 7.3611325E-001, 0.0000000E+000, 2.4042135E+000, 2.3111407E+000, 0.0000000E+000, 6.1449266E-004, 0.0000000E+000, 8.9299462E+003
 2.6300537E+002, 2.3949090E+001, 0.0000000E+000,-1.0555961E+001, 4.0321604E-006,-1.1129300E+001, 0.0000000E+000, 1.0212714E+000, 0.0000000E+000, 3.3644711E+000, 3.2851040E+000, 0.0000000E+000, 6.1515731E-004, 0.0000000E+000, 8.9514048E+003
 2.6400488E+002, 2.0152966E+001, 0.0000000E+000,-9.8241579E+000, 1.5313200E-005,-1.1060372E+001, 0.0000000E+000,-1.9807546E-001, 0.0000000E+000,-8.7865010E-001,-9.2962348E-001, 0.0000000E+000, 6.1525877E-004, 0.0000000E+000, 8.9472080E+003
 2.6500751E+002, 2.5687338E+001, 0.0000000E+000,-1.1314786E+001,-1.0260632E-005,-1.1083351E+001, 0.0000000E+000, 1.3981812E+000, 0.0000000E+000, 4.7314642E+000, 4.6873727E+000, 0.0000000E+000, 6.1593176E-004, 0.0000000E+000, 8.9765780E+003
 2.6600269E+002, 2.6619421E+001, 0.0000000E+000,-1.1309241E+001,-7.0980095E-006,-1.1117575E+001, 0.0000000E+000, 1.7691735E+000, 0.0000000E+000, 6.0179245E+000, 5.9617704E+000, 0.0000000E+000, 6.1715268E-004, 0.0000000E+000, 9.0134785E+003
 2.6700787E+002, 2.4788714E+001, 0.0000000E+000,-1.0894217E+001, 1.1654370E-005,-1.1245597E+001, 0.0000000E+000, 1.1780797E+000, 0.0000000E+000, 3.9207197E+000, 3.8269911E+000, 0.0000000E+000, 6.1988885E-004, 0.0000000E+000, 9.0384017E+003
 2.6800601E+002, 2.8277170E+001, 0.0000000E+000,-1.2008448E+001,-1.4553215E-005,-1.1253594E+001, 0.0000000E+000, 2.0735666E+000, 0.0000000E+000, 7.1272780E+000, 7.0886804E+000, 0.0000000E+000, 6.2408029E-004, 0.0000000E+000, 9.0816896E+003
 2.6900171E+002, 2.1078800E+001, 0.0000000E+000,-9.8395670E+000, 3.2152008E-006,-1.1350632E+001, 0.0000000E+000, 1.1171672E-001, 0.0000000E+000, 1.1253378E-001, 3.2019094E-004, 0.0000000E+000, 6.2813076E-004, 0.0000000E+000, 9.0841945E+003
 2.7000519E+002, 2.5154878E+001, 0.0000000E+000,-1.1206714E+001,-8.7755564E-006,-1.1222038E+001, 0.0000000E+000, 1.1815776E+000, 0.0000000E+000, 3.9632019E+000, 3.9076945E+000, 0.0000000E+000, 6.3206244E-004, 0.0000000E+000, 9.1090461E+003
 2.7100452E+002, 2.3077752E+001, 0.0000000E+000,-1.0669194E+001,-2.9891536E-005,-1.1210294E+001, 0.0000000E+000, 5.6933078E-001, 0.0000000E+000, 1.8146177E+000, 1.7675643E+000, 0.0000000E+000, 6.3262279E-004, 0.0000000E+000, 9.1209268E+003
 2.7200238E+002, 2.7398909E+001, 0.0000000E+000,-1.1625081E+001, 2.9548681E-005,-1.1235883E+001, 0.0000000E+000, 1.9147038E+000, 0.0000000E+000, 6.5250656E+000, 6.4526777E+000, 0.0000000E+000, 6.2991633E-004, 0.0000000E+000, 9.1610276E+003
 2.7300348E+002, 2.6432246E+001, 0.0000000E+000,-1.1462545E+001,-3.5126478E-006,-1.1382571E+001, 0.0000000E+000, 1.5527669E+000, 0.0000000E+000, 5.2288721E+000, 5.1398929E+000, 0.0000000E+000, 6.2336377E-004, 0.0000000E+000, 9.1937333E+003
 2.7400861E+002, 2.3147584E+001, 0.0000000E+000,-1.0703274E+001,-3.1504058E-006,-1.1506381E+001, 0.0000000E+000, 4.5776665E-001, 0.0000000E+000, 1.4063004E+000, 1.3956925E+000, 0.0000000E+000, 6.1300379E-004, 0.0000000E+000, 9.2032023E+003
 2.7500552E+002, 2.6779488E+001, 0.0000000E+000,-1.1536225E+001,-2.4945828E-005,-1.1519851E+001, 0.0000000E+000, 1.6108990E+000, 0.0000000E+000, 5.4368647E+000, 5.3342864E+000, 0.0000000E+000, 6.0337937E-004, 0.0000000E+000, 9.2370326E+003
 2.7600140E+002, 2.1388126E+001, 0.0000000E+000,-1.0208007E+001, 1.6306529E-005,-1.1639966E+001, 0.0000000E+000,-7.4174660E-002, 0.0000000E+000,-4.5107644E-001,-5.3400529E-001, 0.0000000E+000, 5.9444097E-004, 0.0000000E+000, 9.2355297E+003
 2.7700598E+002, 2.5513835E+001, 0.0000000E+000,-1.1402795E+001,-2.1227210E-005,-1.1693166E+001, 0.0000000E+000, 1.0506029E+000, 0.0000000E+000, 3.4866957E+000, 3.4684561E+000, 0.0000000E+000, 5.8677521E-004, 0.0000000E+000, 9.2575388E+003
 2.7800269E+002, 2.2048390E+001, 0.0000000E+000,-1.0286964E+001, 8.2504303E-006,-1.1685761E+001, 0.0000000E+000, 1.7605013E-001, 0.0000000E+000, 4.0900444E-001, 2.5172342E-001, 0.0000000E+000, 5.8036191E-004, 0.0000000E+000, 9.2614819E+003
 2.7900089E+002, 2.0438706E+001, 0.0000000E+000,-1.0059353E+001, 2.0169617E-005,-1.1516026E+001, 0.0000000E+000,-3.5793852E-001, 0.0000000E+000,-1.4394750E+000,-1.4945919E+000, 0.0000000E+000, 5.7449776E-004, 0.0000000E+000, 9.2539446E+003
 2.8000464E+002, 2.2884666E+001, 0.0000000E+000,-1.0728062E+001,-1.8854394E-005,-1.1476882E+001, 0.0000000E+000, 3.5786338E-001, 0.0000000E+000, 1.0700732E+000, 1.0375668E+000, 0.0000000E+000, 5.6914462E-004, 0.0000000E+000, 9.2613993E+003
 2.8100623E+002, 2.4277287E+001, 0.0000000E+000,-1.0903887E+001, 3.4953294E-005,-1.1425058E+001, 0.0000000E+000, 9.0188900E-001, 0.0000000E+000, 2.9733454E+000, 2.8502652E+000, 0.0000000E+000, 5.6089136E-004, 0.0000000E+000, 9.2805202E+003
 2.8200888E+002, 2.4491697E+001, 0.0000000E+000,-1.1027696E+001,-2.0512071E-005,-1.1445092E+001, 0.0000000E+000, 8.9478018E-001, 0.0000000E+000, 2.9383443E+000, 2.9136679E+000, 0.0000000E+000, 5.4981527E-004, 0.0000000E+000, 9.2992497E+003
 2.8300812E+002, 2.0365705E+001, 0.0000000E+000,-1.0091330E+001, 4.0318091E-005,-1.1362076E+001, 0.0000000E+000,-3.3957177E-001, 0.0000000E+000,-1.3898458E+000,-1.4272329E+000, 0.0000000E+000, 5.3845170E-004, 0.0000000E+000, 9.2920695E+003
 2.8400333E+002, 2.3652183E+001, 0.0000000E+000,-1.0922364E+001,-3.3585171E-005,-1.1385473E+001, 0.0000000E+000, 6.5218301E-001, 0.0000000E+000, 2.0814990E+000, 1.9964956E+000, 0.0000000E+000, 5.2681941E-004, 0.0000000E+000, 9.3058084E+003
 2.8500146E+002, 1.9342475E+001, 0.0000000E+000,-9.8009033E+000, 2.4370110E-005,-1.1413911E+001, 0.0000000E+000,-6.4299262E-001, 0.0000000E+000,-2.4531516E+000,-2.5153075E+000, 0.0000000E+000, 5.1703581E-004, 0.0000000E+000, 9.2923274E+003
 2.8600488E+002, 1.9773005E+001, 0.0000000E+000,-1.0098089E+001,-8.2214258E-006,-1.1265803E+001, 0.0000000E+000,-5.6347634E-001, 0.0000000E+000,-2.1397252E+000,-2.1543710E+000, 0.0000000E+000, 5.0906202E-004, 0.0000000E+000, 9.2803310E+003
 2.8700284E+002, 2.0537091E+001, 0.0000000E+000,-1.0075980E+001,-9.3786435E-006,-1.1175802E+001, 0.0000000E+000,-1.8183930E-001, 0.0000000E+000,-8.2256813E-001,-8.9653971E-001, 0.0000000E+000, 5.0535426E-004, 0.0000000E+000, 9.2765829E+003
 2.8800211E+002, 2.2717237E+001, 0.0000000E+000,-1.0843928E+001,-8.8508665E-006,-1.0950832E+001, 0.0000000E+000, 4.2260819E-001, 0.0000000E+000, 1.3266136E+000, 1.3450766E+000, 0.0000000E+000, 5.0578512E-004, 0.0000000E+000, 9.2852001E+003
 2.8900662E+002, 2.3956251E+001, 0.0000000E+000,-1.0765212E+001, 1.5985922E-006,-1.0981162E+001, 0.0000000E+000, 1.0103691E+000, 0.0000000E+000, 3.3336033E+000, 3.2202480E+000, 0.0000000E+000, 5.0646592E-004, 0.0000000E+000, 9.3067113E+003
 2.9000150E+002, 1.6942818E+001, 0.0000000E+000,-9.1228665E+000, 1.7965771E-005,-1.1133410E+001, 0.0000000E+000,-1.1972319E+000, 0.0000000E+000,-4.4148105E+000,-4.5106723E+000, 0.0000000E+000, 5.0738594E-004, 0.0000000E+000, 9.2818388E+003
 2.9100046E+002, 2.0379045E+001, 0.0000000E+000,-1.0248136E+001, 3.1206057E-005,-1.1030740E+001, 0.0000000E+000,-2.9268847E-001, 0.0000000E+000,-1.1735480E+000,-1.1924890E+000, 0.0000000E+000, 5.0742095E-004, 0.0000000E+000, 9.2755357E+003
 2.9200391E+002, 1.9927165E+001, 0.0000000E+000,-9.7437716E+000,-3.8579673E-005,-1.1042109E+001, 0.0000000E+000,-2.2448413E-001, 0.0000000E+000,-1.0095455E+000,-1.0832382E+000, 0.0000000E+000, 5.0659520E-004, 0.0000000E+000, 9.2709175E+003
 2.9300027E+002, 1.9846320E+001, 0.0000000E+000,-1.0062426E+001, 2.0835766E-005,-1.1058495E+001, 0.0000000E+000,-4.2857355E-001, 0.0000000E+000,-1.6608192E+000,-1.7031527E+000, 0.0000000E+000, 5.0576908E-004, 0.0000000E+000, 9.2618691E+003
 2.9400894E+002, 1.9237922E+001, 0.0000000E+000,-9.7088883E+000, 9.9203385E-006,-1.0996860E+001, 0.0000000E+000,-4.7326223E-001, 0.0000000E+000,-1.8710372E+000,-1.9410785E+000, 0.0000000E+000, 5.0493799E-004, 0.0000000E+000, 9.2519365E+003
 2.9500598E+002, 2.0006338E+001, 0.0000000E+000,-9.8748678E+000, 1.1035491E-005,-1.0920683E+001, 0.0000000E+000,-2.1850220E-001, 0.0000000E+000,-9.5377732E-001,-1.0077039E+000, 0.0000000E+000, 5.0311054E-004, 0.0000000E+000, 9.2473599E+003
 2.9600552E+002, 1.9301849E+001, 0.0000000E+000,-9.9547459E+000,-1.1115593E-005,-1.0802887E+001, 0.0000000E+000,-5.3725422E-001, 0.0000000E+000,-2.0458434E+000,-1.9930486E+000, 0.0000000E+000, 5.0033573E-004, 0.0000000E+000, 9.2357457E+003
 2.9700174E+002, 2.3065337E+001, 0.0000000E+000,-1.0600618E+001,-2.1905736E-005,-1.0814354E+001, 0.0000000E+000, 7.9413240E-001, 0.0000000E+000, 2.5765218E+000, 2.4444764E+000, 0.0000000E+000, 4.9820373E-004, 0.0000000E+000, 9.2526423E+003
 2.9800836E+002, 1.9182036E+001, 0.0000000E+000,-9.6823750E+000,-1.5457173E-005,-1.0826009E+001, 0.0000000E+000,-4.2965619E-001, 0.0000000E+000,-1.6841475E+000,-1.7560198E+000, 0.0000000E+000, 4.9665672E-004, 0.0000000E+000, 9.2436017E+003
 2.9900089E+002, 1.7713271E+001, 0.0000000E+000,-9.4879609E+000,-2.4497793E-006,-1.0909653E+001, 0.0000000E+000,-9.9251556E-001, 0.0000000E+000,-3.6586239E+000,-3.6768611E+000, 0.0000000E+000, 4.9380945E-004, 0.0000000E+000, 9.2228311E+003
 3.0000504E+002, 2.1551601E+001, 0.0000000E+000,-1.0382248E+001, 4.5612359E-005,-1.0954037E+001, 0.0000000E+000, 1.6246173E-001, 0.0000000E+000, 3.9491602E-001, 3.7782450E-001, 0.0000000E+000, 4.8971539E-004, 0.0000000E+000, 9.2261473E+003
 3.0100668E+002, 2.0679239E+001, 0.0000000E+000,-9.9664919E+000,-4.7516745E-005,-1.0988664E+001, 0.0000000E+000, 4.9638890E-003, 0.0000000E+000,-1.7752523E-001,-2.7100087E-001, 0.0000000E+000, 4.8436375E-004, 0.0000000E+000, 9.2263974E+003
 3.0200006E+002, 1.7666897E+001, 0.0000000E+000,-9.3480716E+000, 1.6829188E-005,-1.0911511E+001, 0.0000000E+000,-9.4149707E-001, 0.0000000E+000,-3.4700105E+000,-3.5341663E+000, 0.0000000E+000, 4.7785037E-004, 0.0000000E+000, 9.2067814E+003
 3.0300766E+002, 2.1551960E+001, 0.0000000E+000,-1.0484967E+001, 6.5027914E-006,-1.0947413E+001, 0.0000000E+000, 1.0537802E-001, 0.0000000E+000, 2.2002617E-001, 2.2496471E-001, 0.0000000E+000, 4.7131584E-004, 0.0000000E+000, 9.2088364E+003
 3.0400314E+002, 2.0462231E+001, 0.0000000E+000,-9.9899749E+000,-2.2117630E-005,-1.0963582E+001, 0.0000000E+000,-9.0320110E-002, 0.0000000E+000,-5.2043934E-001,-5.8166770E-001, 0.0000000E+000, 4.6476968E-004, 0.0000000E+000, 9.2069813E+003
 3.0500497E+002, 2.1121774E+001, 0.0000000E+000,-1.0086056E+001, 3.1566872E-005,-1.0837307E+001, 0.0000000E+000, 1.9511467E-001, 0.0000000E+000, 4.9970989E-001, 3.9355726E-001, 0.0000000E+000, 4.5785935E-004, 0.0000000E+000, 9.2112358E+003
 3.0600601E+002, 2.0607838E+001, 0.0000000E+000,-1.0233631E+001,-3.0946240E-005,-1.0863525E+001, 0.0000000E+000,-1.3292123E-001, 0.0000000E+000,-6.4973064E-001,-6.2226959E-001, 0.0000000E+000, 4.5056164E-004, 0.0000000E+000, 9.2082357E+003
 3.0700497E+002, 1.6455345E+001, 0.0000000E+000,-8.8080787E+000,-1.6264982E-005,-1.0816007E+001, 0.0000000E+000,-1.1321998E+000, 0.0000000E+000,-4.1764638E+000,-4.3009570E+000, 0.0000000E+000, 4.4361616E-004, 0.0000000E+000, 9.1847216E+003
 3.0800314E+002, 1.6920545E+001, 0.0000000E+000,-9.3653527E+000,-2.6880086E-005,-1.0787707E+001, 0.0000000E+000,-1.2139175E+000, 0.0000000E+000,-4.4353010E+000,-4.4464588E+000, 0.0000000E+000, 4.3700026E-004, 0.0000000E+000, 9.1591738E+003
 3.0900061E+002, 2.0205945E+001, 0.0000000E+000,-1.0161380E+001,-2.1063105E-005,-1.0627627E+001, 0.0000000E+000,-1.6464284E-001, 0.0000000E+000,-7.1510598E-001,-7.4772612E-001, 0.0000000E+000, 4.3136561E-004, 0.0000000E+000, 9.1556376E+003
 3.1000339E+002, 2.1249611E+001, 0.0000000E+000,-1.0158777E+001, 1.4552040E-005,-1.0579071E+001, 0.0000000E+000, 2.9496326E-001, 0.0000000E+000, 8.4273141E-001, 8.0674075E-001, 0.0000000E+000, 4.2664150E-004, 0.0000000E+000, 9.1618262E+003
 3.1100101E+002, 1.8193669E+001, 0.0000000E+000,-9.4344510E+000,-1.0739886E-004,-1.0675927E+001, 0.0000000E+000,-6.5747820E-001, 0.0000000E+000,-2.4980615E+000,-2.5742946E+000, 0.0000000E+000, 4.2187323E-004, 0.0000000E+000, 9.1481449E+003
 3.1200555E+002, 1.9453305E+001, 0.0000000E+000,-1.0065638E+001,-1.5554141E-004,-1.0650410E+001, 0.0000000E+000,-4.4011690E-001, 0.0000000E+000,-1.6708848E+000,-1.7030149E+000, 0.0000000E+000, 4.1703619E-004, 0.0000000E+000, 9.1387393E+003
 3.1300070E+002, 1.9630687E+001, 0.0000000E+000,-9.7427130E+000, 8.2781143E-005,-1.0690680E+001, 0.0000000E+000,-1.9557109E-001, 0.0000000E+000,-8.9686760E-001,-9.9819457E-001, 0.0000000E+000, 4.1266918E-004, 0.0000000E+000, 9.1348344E+003
 3.1400153E+002, 1.3141971E+001, 0.0000000E+000,-8.1532366E+000,-3.3812531E-005,-1.0657600E+001, 0.0000000E+000,-2.1382266E+000, 0.0000000E+000,-7.7010906E+000,-7.8071256E+000, 0.0000000E+000, 4.0874539E-004, 0.0000000E+000, 9.0900989E+003
 3.1500970E+002, 1.3000299E+001, 0.0000000E+000,-8.4048970E+000,-8.7424413E-005,-1.0448860E+001, 0.0000000E+000,-2.2652192E+000, 0.0000000E+000,-8.1031946E+000,-8.1187646E+000, 0.0000000E+000, 4.0512931E-004, 0.0000000E+000, 9.0420327E+003
 3.1600861E+002, 1.4137299E+001, 0.0000000E+000,-8.3719684E+000, 1.8020432E-005,-1.0155034E+001, 0.0000000E+000,-1.6590481E+000, 0.0000000E+000,-6.0002419E+000,-6.0487332E+000, 0.0000000E+000, 4.0185226E-004, 0.0000000E+000, 9.0072757E+003
 3.1700522E+002, 1.4828184E+001, 0.0000000E+000,-8.5965505E+000,-6.4089779E-005,-9.9700229E+000, 0.0000000E+000,-1.4217788E+000, 0.0000000E+000,-5.1535141E+000,-5.1602327E+000, 0.0000000E+000, 3.9993815E-004, 0.0000000E+000, 8.9774371E+003
 3.1800388E+002, 1.4573453E+001, 0.0000000E+000,-8.5680953E+000,-4.6688749E-005,-9.8617996E+000, 0.0000000E+000,-1.4536414E+000, 0.0000000E+000,-5.2514481E+000,-5.3101300E+000, 0.0000000E+000, 3.9929818E-004, 0.0000000E+000, 8.9470275E+003
 3.1900714E+002, 1.7598894E+001, 0.0000000E+000,-9.4572397E+000, 2.0795116E-005,-9.7445864E+000, 0.0000000E+000,-5.8293439E-001, 0.0000000E+000,-2.2022359E+000,-2.1858459E+000, 0.0000000E+000, 3.9767598E-004, 0.0000000E+000, 8.9345754E+003
 3.2000220E+002, 2.1960403E+001, 0.0000000E+000,-1.0176381E+001,-4.6630720E-005,-9.7355881E+000, 0.0000000E+000, 9.0465994E-001, 0.0000000E+000, 3.0168528E+000, 2.9530478E+000, 0.0000000E+000, 3.9511883E-004, 0.0000000E+000, 8.9535535E+003
 3.2100497E+002, 1.4191264E+001, 0.0000000E+000,-8.2601511E+000,-2.5434146E-005,-9.8776476E+000, 0.0000000E+000,-1.4761623E+000, 0.0000000E+000,-5.3678904E+000,-5.4227226E+000, 0.0000000E+000, 3.8666099E-004, 0.0000000E+000, 8.9225068E+003
 3.2200552E+002, 1.7692477E+001, 0.0000000E+000,-9.3881376E+000,-7.7066618E-006,-1.0032244E+001, 0.0000000E+000,-6.4870386E-001, 0.0000000E+000,-2.4392936E+000,-2.3766165E+000, 0.0000000E+000, 3.7251525E-004, 0.0000000E+000, 8.9085224E+003
 3.2300842E+002, 2.1521961E+001, 0.0000000E+000,-1.0296406E+001,-1.0743892E-004,-9.9632008E+000, 0.0000000E+000, 6.0202648E-001, 0.0000000E+000, 1.9650820E+000, 1.8642736E+000, 0.0000000E+000, 3.4981926E-004, 0.0000000E+000, 8.9213984E+003
 3.2400858E+002, 1.8533554E+001, 0.0000000E+000,-9.5323429E+000,-1.8713088E-004,-1.0272253E+001, 0.0000000E+000,-4.2818635E-001, 0.0000000E+000,-1.6555159E+000,-1.6994148E+000, 0.0000000E+000, 3.1880117E-004, 0.0000000E+000, 8.9124065E+003
 3.2500934E+002, 1.7542530E+001, 0.0000000E+000,-9.3843492E+000,-1.4738010E-004,-1.0392952E+001, 0.0000000E+000,-8.2898586E-001, 0.0000000E+000,-3.0746934E+000,-3.0639043E+000, 0.0000000E+000, 2.8685766E-004, 0.0000000E+000, 8.8948059E+003
 3.2600140E+002, 1.2851847E+001, 0.0000000E+000,-8.1091612E+000,-2.0742480E-005,-1.0350257E+001, 0.0000000E+000,-2.1159269E+000, 0.0000000E+000,-7.6055720E+000,-7.7235192E+000, 0.0000000E+000, 2.5402869E-004, 0.0000000E+000, 8.8509797E+003
 3.2700861E+002, 1.1053589E+001, 0.0000000E+000,-7.8204662E+000,-1.8221460E-004,-1.0048762E+001, 0.0000000E+000,-2.6371054E+000, 0.0000000E+000,-9.4031457E+000,-9.4529275E+000, 0.0000000E+000, 2.2627841E-004, 0.0000000E+000, 8.7952772E+003
 3.2800580E+002, 9.8075932E+000, 0.0000000E+000,-7.3903536E+000,-9.9524864E-005,-9.6614443E+000, 0.0000000E+000,-2.8028254E+000, 0.0000000E+000,-9.9856331E+000,-1.0047130E+001, 0.0000000E+000, 2.0335032E-004, 0.0000000E+000, 8.7367107E+003
 3.2901315E+002, 9.1587838E+000, 0.0000000E+000,-7.2932844E+000,-9.4504416E-005,-9.3524234E+000, 0.0000000E+000,-2.9205016E+000, 0.0000000E+000,-1.0384086E+001,-1.0407520E+001, 0.0000000E+000, 1.8022458E-004, 0.0000000E+000, 8.6749447E+003
 3.3000879E+002, 1.0533810E+001, 0.0000000E+000,-7.6148837E+000,-1.5874650E-005,-9.0611783E+000, 0.0000000E+000,-2.4006230E+000, 0.0000000E+000,-8.5710478E+000,-8.5428914E+000, 0.0000000E+000, 1.5687015E-004, 0.0000000E+000, 8.6246317E+003
 3.3101059E+002, 7.4299604E+000, 0.0000000E+000,-6.6473749E+000,-7.3160490E-005,-8.8257390E+000, 0.0000000E+000,-3.1069300E+000, 0.0000000E+000,-1.1032973E+001,-1.1150157E+001, 0.0000000E+000, 1.3370072E-004, 0.0000000E+000, 8.5596117E+003
 3.3201099E+002, 7.4128079E+000, 0.0000000E+000,-6.9885982E+000,-2.6116900E-005,-8.6658468E+000, 0.0000000E+000,-3.2435506E+000, 0.0000000E+000,-1.1496826E+001,-1.1485214E+001, 0.0000000E+000, 1.1056402E-004, 0.0000000E+000, 8.4913937E+003
 3.3301431E+002, 5.4967133E+000, 0.0000000E+000,-6.0829053E+000,-2.0801575E-004,-8.4679704E+000, 0.0000000E+000,-3.5508564E+000, 0.0000000E+000,-1.2577921E+001,-1.2605227E+001, 0.0000000E+000, 8.7844734E-005, 0.0000000E+000, 8.4166359E+003
 3.3400955E+002, 5.0641228E+000, 0.0000000E+000,-6.1306542E+000,-2.1939900E-004,-8.2789738E+000, 0.0000000E+000,-3.6701378E+000, 0.0000000E+000,-1.2987241E+001,-1.3015862E+001, 0.0000000E+000, 6.5679890E-005, 0.0000000E+000, 8.3400312E+003
 3.3500455E+002, 4.9488255E+000, 0.0000000E+000,-6.0739871E+000,-1.3306446E-004,-8.1357666E+000, 0.0000000E+000,-3.6464839E+000, 0.0000000E+000,-1.2892361E+001,-1.2907545E+001, 0.0000000E+000, 2.6703640E-005, 0.0000000E+000, 8.2638738E+003
 3.3600082E+002, 2.4822945E+000, 0.0000000E+000,-5.2833854E+000,-1.7001798E-005,-7.9587273E+000, 0.0000000E+000,-4.2290542E+000, 0.0000000E+000,-1.4947446E+001,-1.4988889E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1755611E+003
 3.3702542E+002, 2.6159891E-001, 0.0000000E+000,-4.5347488E+000, 3.8794957E-005,-7.6516212E+000, 0.0000000E+000,-4.7052308E+000, 0.0000000E+000,-1.6599871E+001,-1.6629963E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0744401E+003
 3.3800150E+002, 7.2352155E-006, 0.0000000E+000,-4.4422984E+000, 2.5301385E-005,-7.3955814E+000, 0.0000000E+000,-4.6839667E+000, 0.0000000E+000,-1.6511129E+001,-1.6521814E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9784553E+003
 3.3904147E+002, 0.0000000E+000, 0.0000000E+000,-4.3754513E+000,-1.2837797E-004,-7.1511930E+000, 0.0000000E+000,-4.5614306E+000, 0.0000000E+000,-1.6091510E+001,-1.6088203E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8788373E+003
