s,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,Total,NITROGEN,OXYGEN,CARBON DIOXIDE,WATER VAPOR,CARBON MONOXIDE,SOOT,HYDROGEN,HYDROGEN CYANIDE,HEPTAN_SURROGATE,LUMPED AIR,LUMPED HEPTAN_SURROGATE,LUMPED PRODUCTS
 9.1008896E+001, 5.7352337E+001, 4.3671678E+001, 1.3134886E+001, 1.1785716E-001, 4.2472676E-001, 4.8995593E-004, 1.5133550E-003, 0.0000000E+000, 0.0000000E+000, 1.1856845E-003, 5.6906862E+001, 1.1856845E-003, 4.4429014E-001
 9.2008545E+001, 5.7352716E+001, 4.3671676E+001, 1.3133833E+001, 1.1877954E-001, 4.2515362E-001, 4.9533733E-004, 1.5299768E-003, 0.0000000E+000, 0.0000000E+000, 1.2475626E-003, 5.6902298E+001, 1.2475626E-003, 4.4916997E-001
 9.3000755E+001, 5.7353095E+001, 4.3671674E+001, 1.3132635E+001, 1.1982865E-001, 4.2563911E-001, 5.0145800E-004, 1.5488821E-003, 0.0000000E+000, 0.0000000E+000, 1.2672298E-003, 5.6897107E+001, 1.2672298E-003, 4.5472017E-001
 9.4008453E+001, 5.7353468E+001, 4.3671666E+001, 1.3131424E+001, 1.2088764E-001, 4.2612912E-001, 5.0763640E-004, 1.5679657E-003, 0.0000000E+000, 0.0000000E+000, 1.2857579E-003, 5.6891859E+001, 1.2857579E-003, 4.6032272E-001
 9.5003838E+001, 5.7353846E+001, 4.3671661E+001, 1.3130134E+001, 1.2201651E-001, 4.2665151E-001, 5.1422249E-004, 1.5883085E-003, 0.0000000E+000, 0.0000000E+000, 1.2809693E-003, 5.6886270E+001, 1.2809693E-003, 4.6629497E-001
 9.6004784E+001, 5.7354229E+001, 4.3671661E+001, 1.3128810E+001, 1.2317644E-001, 4.2718831E-001, 5.2098977E-004, 1.6092110E-003, 0.0000000E+000, 0.0000000E+000, 1.2634764E-003, 5.6880534E+001, 1.2634764E-003, 4.7243151E-001
 9.7005241E+001, 5.7354597E+001, 4.3671649E+001, 1.3127379E+001, 1.2442649E-001, 4.2776671E-001, 5.2828285E-004, 1.6317375E-003, 0.0000000E+000, 0.0000000E+000, 1.2156296E-003, 5.6874336E+001, 1.2156296E-003, 4.7904484E-001
 9.8000862E+001, 5.7354973E+001, 4.3671643E+001, 1.3126073E+001, 1.2556937E-001, 4.2829557E-001, 5.3495063E-004, 1.6523327E-003, 0.0000000E+000, 0.0000000E+000, 1.2043982E-003, 5.6868678E+001, 1.2043982E-003, 4.8509117E-001
 9.9001015E+001, 5.7355340E+001, 4.3671630E+001, 1.3124909E+001, 1.2658519E-001, 4.2876556E-001, 5.4087719E-004, 1.6706384E-003, 0.0000000E+000, 0.0000000E+000, 1.2384295E-003, 5.6863636E+001, 1.2384295E-003, 4.9046534E-001
 1.0000963E+002, 5.7355722E+001, 4.3671624E+001, 1.3123581E+001, 1.2774709E-001, 4.2930322E-001, 5.4765599E-004, 1.6915765E-003, 0.0000000E+000, 0.0000000E+000, 1.2272527E-003, 5.6857883E+001, 1.2272527E-003, 4.9661233E-001
 1.0100858E+002, 5.7356120E+001, 4.3671628E+001, 1.3122080E+001, 1.2906342E-001, 4.2991244E-001, 5.5533570E-004, 1.7152972E-003, 0.0000000E+000, 0.0000000E+000, 1.1651956E-003, 5.6851378E+001, 1.1651956E-003, 5.0357626E-001
 1.0200308E+002, 5.7356524E+001, 4.3671637E+001, 1.3120389E+001, 1.3054780E-001, 4.3059947E-001, 5.6399582E-004, 1.7420463E-003, 0.0000000E+000, 0.0000000E+000, 1.0446163E-003, 5.6844050E+001, 1.0446163E-003, 5.1142923E-001
 1.0300208E+002, 5.7356879E+001, 4.3671607E+001, 1.3118921E+001, 1.3182606E-001, 4.3119077E-001, 5.7145352E-004, 1.7650813E-003, 0.0000000E+000, 0.0000000E+000, 9.9757876E-004, 5.6837689E+001, 9.9757876E-004, 5.1819184E-001
 1.0400333E+002, 5.7357285E+001, 4.3671616E+001, 1.3117450E+001, 1.3311698E-001, 4.3178826E-001, 5.7898496E-004, 1.7883441E-003, 0.0000000E+000, 0.0000000E+000, 9.4685759E-004, 5.6831317E+001, 9.4685759E-004, 5.2502132E-001
 1.0500796E+002, 5.7357670E+001, 4.3671608E+001, 1.3116029E+001, 1.3435948E-001, 4.3236320E-001, 5.8623399E-004, 1.8107346E-003, 0.0000000E+000, 0.0000000E+000, 9.1329211E-004, 5.6825162E+001, 9.1329211E-004, 5.3159471E-001
 1.0600647E+002, 5.7358060E+001, 4.3671607E+001, 1.3114750E+001, 1.3547946E-001, 4.3288151E-001, 5.9276819E-004, 1.8309171E-003, 0.0000000E+000, 0.0000000E+000, 9.1785248E-004, 5.6819622E+001, 9.1785248E-004, 5.3751991E-001
 1.0700076E+002, 5.7358427E+001, 4.3671594E+001, 1.3113521E+001, 1.3655351E-001, 4.3337846E-001, 5.9903448E-004, 1.8502722E-003, 0.0000000E+000, 0.0000000E+000, 9.3155698E-004, 5.6814294E+001, 9.3155698E-004, 5.4320215E-001
 1.0801186E+002, 5.7358794E+001, 4.3671585E+001, 1.3112281E+001, 1.3763693E-001, 4.3387976E-001, 6.0535539E-004, 1.8697959E-003, 0.0000000E+000, 0.0000000E+000, 9.3655352E-004, 5.6808923E+001, 9.3655352E-004, 5.4893393E-001
 1.0900565E+002, 5.7359155E+001, 4.3671577E+001, 1.3111007E+001, 1.3875078E-001, 4.3439517E-001, 6.1185385E-004, 1.8898681E-003, 0.0000000E+000, 0.0000000E+000, 9.2264005E-004, 5.6803405E+001, 9.2264005E-004, 5.5482671E-001
 1.1000877E+002, 5.7359514E+001, 4.3671574E+001, 1.3109747E+001, 1.3985442E-001, 4.3490590E-001, 6.1829272E-004, 1.9097562E-003, 0.0000000E+000, 0.0000000E+000, 9.0457507E-004, 5.6797944E+001, 9.0457507E-004, 5.6066545E-001
 1.1101022E+002, 5.7359857E+001, 4.3671562E+001, 1.3108578E+001, 1.4087487E-001, 4.3537804E-001, 6.2424627E-004, 1.9281453E-003, 0.0000000E+000, 0.0000000E+000, 9.1206029E-004, 5.6792881E+001, 9.1206029E-004, 5.6606410E-001
 1.1200658E+002, 5.7360210E+001, 4.3671558E+001, 1.3107445E+001, 1.4186702E-001, 4.3583717E-001, 6.3003468E-004, 1.9460243E-003, 0.0000000E+000, 0.0000000E+000, 9.2704629E-004, 5.6787970E+001, 9.2704629E-004, 5.7131302E-001
 1.1300763E+002, 5.7360572E+001, 4.3671561E+001, 1.3106196E+001, 1.4296163E-001, 4.3634376E-001, 6.3642085E-004, 1.9657496E-003, 0.0000000E+000, 0.0000000E+000, 9.0748728E-004, 5.6782561E+001, 9.0748728E-004, 5.7710397E-001
 1.1400709E+002, 5.7360914E+001, 4.3671545E+001, 1.3104958E+001, 1.4404204E-001, 4.3684362E-001, 6.4272420E-004, 1.9852191E-003, 0.0000000E+000, 0.0000000E+000, 8.9743518E-004, 5.6777197E+001, 8.9743518E-004, 5.8281982E-001
 1.1500993E+002, 5.7361288E+001, 4.3671550E+001, 1.3103777E+001, 1.4507839E-001, 4.3732327E-001, 6.4877049E-004, 2.0038946E-003, 0.0000000E+000, 0.0000000E+000, 9.0682025E-004, 5.6772079E+001, 9.0682025E-004, 5.8830257E-001
 1.1600964E+002, 5.7361648E+001, 4.3671541E+001, 1.3102513E+001, 1.4618326E-001, 4.3783452E-001, 6.5521654E-004, 2.0238049E-003, 0.0000000E+000, 0.0000000E+000, 8.9726693E-004, 5.6766603E+001, 8.9726693E-004, 5.9414782E-001
 1.1700774E+002, 5.7362030E+001, 4.3671546E+001, 1.3101308E+001, 1.4724060E-001, 4.3832388E-001, 6.6138521E-004, 2.0428585E-003, 0.0000000E+000, 0.0000000E+000, 9.0762136E-004, 5.6761381E+001, 9.0762136E-004, 5.9974156E-001
 1.1800848E+002, 5.7362404E+001, 4.3671541E+001, 1.3100308E+001, 1.4811521E-001, 4.3872859E-001, 6.6648788E-004, 2.0586194E-003, 0.0000000E+000, 0.0000000E+000, 9.8588122E-004, 5.6757049E+001, 9.8588122E-004, 6.0436863E-001
 1.1900184E+002, 5.7362763E+001, 4.3671522E+001, 1.3099309E+001, 1.4898474E-001, 4.3913084E-001, 6.7156100E-004, 2.0742890E-003, 0.0000000E+000, 0.0000000E+000, 1.0700509E-003, 5.6752724E+001, 1.0700509E-003, 6.0896892E-001
 1.2001002E+002, 5.7363160E+001, 4.3671526E+001, 1.3098141E+001, 1.5000942E-001, 4.3960508E-001, 6.7753918E-004, 2.0927541E-003, 0.0000000E+000, 0.0000000E+000, 1.1085502E-003, 5.6747662E+001, 1.1085502E-003, 6.1438991E-001
 1.2100200E+002, 5.7363573E+001, 4.3671536E+001, 1.3096986E+001, 1.5102430E-001, 4.4007483E-001, 6.8346011E-004, 2.1110425E-003, 0.0000000E+000, 0.0000000E+000, 1.1579608E-003, 5.6742656E+001, 1.1579608E-003, 6.1975899E-001
 1.2200924E+002, 5.7363960E+001, 4.3671519E+001, 1.3095806E+001, 1.5205368E-001, 4.4055108E-001, 6.8946582E-004, 2.1295926E-003, 0.0000000E+000, 0.0000000E+000, 1.2112960E-003, 5.6737544E+001, 1.2112960E-003, 6.2520494E-001
 1.2300712E+002, 5.7364383E+001, 4.3671523E+001, 1.3094529E+001, 1.5317326E-001, 4.4106923E-001, 6.9599761E-004, 2.1497678E-003, 0.0000000E+000, 0.0000000E+000, 1.2427927E-003, 5.6732013E+001, 1.2427927E-003, 6.3112794E-001
 1.2400056E+002, 5.7364799E+001, 4.3671518E+001, 1.3093222E+001, 1.5431641E-001, 4.4159822E-001, 7.0266703E-004, 2.1703680E-003, 0.0000000E+000, 0.0000000E+000, 1.2707369E-003, 5.6726352E+001, 1.2707369E-003, 6.3717575E-001
 1.2500742E+002, 5.7365201E+001, 4.3671496E+001, 1.3092038E+001, 1.5534794E-001, 4.4207541E-001, 7.0868525E-004, 2.1889568E-003, 0.0000000E+000, 0.0000000E+000, 1.3454973E-003, 5.6721223E+001, 1.3454973E-003, 6.4263304E-001
 1.2600732E+002, 5.7365612E+001, 4.3671479E+001, 1.3090904E+001, 1.5633731E-001, 4.4253313E-001, 7.1445749E-004, 2.2067859E-003, 0.0000000E+000, 0.0000000E+000, 1.4382944E-003, 5.6716307E+001, 1.4382944E-003, 6.4786729E-001
 1.2700349E+002, 5.7366049E+001, 4.3671481E+001, 1.3089644E+001, 1.5744175E-001, 4.4304427E-001, 7.2090101E-004, 2.2266883E-003, 0.0000000E+000, 0.0000000E+000, 1.4903098E-003, 5.6710849E+001, 1.4903098E-003, 6.5371025E-001
 1.2800452E+002, 5.7366460E+001, 4.3671463E+001, 1.3088402E+001, 1.5852530E-001, 4.4354557E-001, 7.2722274E-004, 2.2462146E-003, 0.0000000E+000, 0.0000000E+000, 1.5509056E-003, 5.6705467E+001, 1.5509056E-003, 6.5944277E-001
 1.2900508E+002, 5.7366876E+001, 4.3671448E+001, 1.3087075E+001, 1.5968319E-001, 4.4408129E-001, 7.3397816E-004, 2.2670805E-003, 0.0000000E+000, 0.0000000E+000, 1.5871553E-003, 5.6699720E+001, 1.5871553E-003, 6.6556856E-001
 1.3000568E+002, 5.7367311E+001, 4.3671446E+001, 1.3085735E+001, 1.6085724E-001, 4.4462461E-001, 7.4082780E-004, 2.2882373E-003, 0.0000000E+000, 0.0000000E+000, 1.6196465E-003, 5.6693912E+001, 1.6196465E-003, 6.7177978E-001
 1.3100676E+002, 5.7367740E+001, 4.3671437E+001, 1.3084258E+001, 1.6214859E-001, 4.4522216E-001, 7.4836183E-004, 2.3115082E-003, 0.0000000E+000, 0.0000000E+000, 1.6135817E-003, 5.6687514E+001, 1.6135817E-003, 6.7861162E-001
 1.3200258E+002, 5.7368174E+001, 4.3671433E+001, 1.3082887E+001, 1.6334917E-001, 4.4577774E-001, 7.5536627E-004, 2.3331432E-003, 0.0000000E+000, 0.0000000E+000, 1.6384139E-003, 5.6681572E+001, 1.6384139E-003, 6.8496322E-001
 1.3300142E+002, 5.7368595E+001, 4.3671420E+001, 1.3081543E+001, 1.6452253E-001, 4.4632063E-001, 7.6221195E-004, 2.3542878E-003, 0.0000000E+000, 0.0000000E+000, 1.6720503E-003, 5.6675752E+001, 1.6720503E-003, 6.9117085E-001
 1.3400842E+002, 5.7369025E+001, 4.3671413E+001, 1.3080031E+001, 1.6584599E-001, 4.4693305E-001, 7.6993326E-004, 2.3781371E-003, 0.0000000E+000, 0.0000000E+000, 1.6537649E-003, 5.6669198E+001, 1.6537649E-003, 6.9817251E-001
 1.3500029E+002, 5.7369435E+001, 4.3671396E+001, 1.3078553E+001, 1.6713534E-001, 4.4752960E-001, 7.7745570E-004, 2.4013720E-003, 0.0000000E+000, 0.0000000E+000, 1.6427581E-003, 5.6662799E+001, 1.6427581E-003, 7.0499382E-001
 1.3600778E+002, 5.7369863E+001, 4.3671395E+001, 1.3077097E+001, 1.6841117E-001, 4.4812003E-001, 7.8489911E-004, 2.4243629E-003, 0.0000000E+000, 0.0000000E+000, 1.6312146E-003, 5.6656489E+001, 1.6312146E-003, 7.1174348E-001
 1.3700017E+002, 5.7370255E+001, 4.3671369E+001, 1.3075587E+001, 1.6972716E-001, 4.4872883E-001, 7.9257701E-004, 2.4480781E-003, 0.0000000E+000, 0.0000000E+000, 1.6022082E-003, 5.6649947E+001, 1.6022082E-003, 7.1870577E-001
 1.3800458E+002, 5.7370678E+001, 4.3671366E+001, 1.3074228E+001, 1.7091697E-001, 4.4927943E-001, 7.9951858E-004, 2.4695189E-003, 0.0000000E+000, 0.0000000E+000, 1.6177015E-003, 5.6644060E+001, 1.6177015E-003, 7.2500036E-001
 1.3900272E+002, 5.7371099E+001, 4.3671358E+001, 1.3072868E+001, 1.7210643E-001, 4.4982983E-001, 8.0645813E-004, 2.4909535E-003, 0.0000000E+000, 0.0000000E+000, 1.6387141E-003, 5.6638167E+001, 1.6387141E-003, 7.3129312E-001
 1.4000563E+002, 5.7371521E+001, 4.3671346E+001, 1.3071473E+001, 1.7332565E-001, 4.5039396E-001, 8.1357136E-004, 2.5129246E-003, 0.0000000E+000, 0.0000000E+000, 1.6573199E-003, 5.6632121E+001, 1.6573199E-003, 7.3774336E-001
 1.4100284E+002, 5.7371954E+001, 4.3671334E+001, 1.3069896E+001, 1.7470395E-001, 4.5103172E-001, 8.2161272E-004, 2.5377624E-003, 0.0000000E+000, 0.0000000E+000, 1.6293112E-003, 5.6625290E+001, 1.6293112E-003, 7.4503524E-001
 1.4200523E+002, 5.7372375E+001, 4.3671309E+001, 1.3068200E+001, 1.7618273E-001, 4.5171586E-001, 8.3024031E-004, 2.5644109E-003, 0.0000000E+000, 0.0000000E+000, 1.5725525E-003, 5.6617943E+001, 1.5725525E-003, 7.5285870E-001
 1.4300792E+002, 5.7372816E+001, 4.3671295E+001, 1.3066784E+001, 1.7741996E-001, 4.5228832E-001, 8.3745861E-004, 2.5867065E-003, 0.0000000E+000, 0.0000000E+000, 1.6040833E-003, 5.6611807E+001, 1.6040833E-003, 7.5940423E-001
 1.4401045E+002, 5.7373246E+001, 4.3671273E+001, 1.3065341E+001, 1.7867815E-001, 4.5287041E-001, 8.4479923E-004, 2.6093799E-003, 0.0000000E+000, 0.0000000E+000, 1.6285125E-003, 5.6605557E+001, 1.6285125E-003, 7.6606068E-001
 1.4500095E+002, 5.7373696E+001, 4.3671269E+001, 1.3063638E+001, 1.8016883E-001, 4.5356024E-001, 8.5349613E-004, 2.6362425E-003, 0.0000000E+000, 0.0000000E+000, 1.5692392E-003, 5.6598180E+001, 1.5692392E-003, 7.7394699E-001
 1.4600945E+002, 5.7374135E+001, 4.3671255E+001, 1.3062158E+001, 1.8146225E-001, 4.5415869E-001, 8.6104226E-004, 2.6595507E-003, 0.0000000E+000, 0.0000000E+000, 1.5801454E-003, 5.6591765E+001, 1.5801454E-003, 7.8078980E-001
 1.4700264E+002, 5.7374570E+001, 4.3671237E+001, 1.3060710E+001, 1.8272609E-001, 4.5474342E-001, 8.6841584E-004, 2.6823259E-003, 0.0000000E+000, 0.0000000E+000, 1.6034273E-003, 5.6585490E+001, 1.6034273E-003, 7.8747613E-001
 1.4800232E+002, 5.7375033E+001, 4.3671237E+001, 1.3059109E+001, 1.8412874E-001, 4.5539255E-001, 8.7659917E-004, 2.7076022E-003, 0.0000000E+000, 0.0000000E+000, 1.5819277E-003, 5.6578554E+001, 1.5819277E-003, 7.9489674E-001
 1.4900333E+002, 5.7375504E+001, 4.3671237E+001, 1.3057231E+001, 1.8577396E-001, 4.5615393E-001, 8.8619770E-004, 2.7372497E-003, 0.0000000E+000, 0.0000000E+000, 1.4852790E-003, 5.6570418E+001, 1.4852790E-003, 8.0360065E-001
 1.5000287E+002, 5.7375989E+001, 4.3671239E+001, 1.3055419E+001, 1.8736202E-001, 4.5688888E-001, 8.9546273E-004, 2.7658671E-003, 0.0000000E+000, 0.0000000E+000, 1.4184927E-003, 5.6562568E+001, 1.4184927E-003, 8.1200214E-001
 1.5100034E+002, 5.7376469E+001, 4.3671231E+001, 1.3053867E+001, 1.8871919E-001, 4.5751690E-001, 9.0338082E-004, 2.7903242E-003, 0.0000000E+000, 0.0000000E+000, 1.4404677E-003, 5.6555846E+001, 1.4404677E-003, 8.1918223E-001
 1.5200143E+002, 5.7376954E+001, 4.3671219E+001, 1.3052082E+001, 1.9027960E-001, 4.5823893E-001, 9.1248460E-004, 2.8184436E-003, 0.0000000E+000, 0.0000000E+000, 1.4025945E-003, 5.6548113E+001, 1.4025945E-003, 8.2743751E-001
 1.5300372E+002, 5.7377448E+001, 4.3671206E+001, 1.3050438E+001, 1.9171664E-001, 4.5890386E-001, 9.2086863E-004, 2.8443398E-003, 0.0000000E+000, 0.0000000E+000, 1.4180331E-003, 5.6540990E+001, 1.4180331E-003, 8.3504011E-001
 1.5400015E+002, 5.7377946E+001, 4.3671192E+001, 1.3049076E+001, 1.9290640E-001, 4.5945435E-001, 9.2780997E-004, 2.8657799E-003, 0.0000000E+000, 0.0000000E+000, 1.5232359E-003, 5.6535088E+001, 1.5232359E-003, 8.4133449E-001
 1.5500659E+002, 5.7378470E+001, 4.3671194E+001, 1.3047728E+001, 1.9408750E-001, 4.6000095E-001, 9.3470070E-004, 2.8870637E-003, 0.0000000E+000, 0.0000000E+000, 1.6376016E-003, 5.6529249E+001, 1.6376016E-003, 8.4758299E-001
 1.5600758E+002, 5.7378976E+001, 4.3671175E+001, 1.3046351E+001, 1.9528922E-001, 4.6055694E-001, 9.4171188E-004, 2.9087195E-003, 0.0000000E+000, 0.0000000E+000, 1.7532983E-003, 5.6523282E+001, 1.7532983E-003, 8.5394070E-001
 1.5700728E+002, 5.7379515E+001, 4.3671178E+001, 1.3044813E+001, 1.9663762E-001, 4.6118098E-001, 9.4957869E-004, 2.9330182E-003, 0.0000000E+000, 0.0000000E+000, 1.8229576E-003, 5.6516617E+001, 1.8229576E-003, 8.6107429E-001
 1.5800183E+002, 5.7380025E+001, 4.3671156E+001, 1.3043134E+001, 1.9810220E-001, 4.6185858E-001, 9.5812343E-004, 2.9594108E-003, 0.0000000E+000, 0.0000000E+000, 1.8562502E-003, 5.6509346E+001, 1.8562502E-003, 8.6882262E-001
 1.5900233E+002, 5.7380556E+001, 4.3671147E+001, 1.3041386E+001, 1.9963187E-001, 4.6256641E-001, 9.6704787E-004, 2.9869762E-003, 0.0000000E+000, 0.0000000E+000, 1.8710795E-003, 5.6501770E+001, 1.8710795E-003, 8.7691527E-001
 1.6000041E+002, 5.7381070E+001, 4.3671123E+001, 1.3039742E+001, 2.0106589E-001, 4.6322985E-001, 9.7541429E-004, 3.0128181E-003, 0.0000000E+000, 0.0000000E+000, 1.9215924E-003, 5.6494646E+001, 1.9215924E-003, 8.8450191E-001
 1.6100633E+002, 5.7381592E+001, 4.3671103E+001, 1.3038063E+001, 2.0253120E-001, 4.6390781E-001, 9.8396331E-004, 3.0392239E-003, 0.0000000E+000, 0.0000000E+000, 1.9630095E-003, 5.6487374E+001, 1.9630095E-003, 8.9225412E-001
 1.6200099E+002, 5.7382138E+001, 4.3671106E+001, 1.3036091E+001, 2.0425952E-001, 4.6470767E-001, 9.9404663E-004, 3.0703689E-003, 0.0000000E+000, 0.0000000E+000, 1.9093626E-003, 5.6478831E+001, 1.9093626E-003, 9.0139764E-001
 1.6300786E+002, 5.7382636E+001, 4.3671074E+001, 1.3034282E+001, 2.0583549E-001, 4.6543674E-001, 1.0032413E-003, 3.0987691E-003, 0.0000000E+000, 0.0000000E+000, 1.9059572E-003, 5.6470995E+001, 1.9059572E-003, 9.0973535E-001
 1.6400117E+002, 5.7383183E+001, 4.3671082E+001, 1.3032294E+001, 2.0757968E-001, 4.6624400E-001, 1.0134172E-003, 3.1302000E-003, 0.0000000E+000, 0.0000000E+000, 1.8394117E-003, 5.6462381E+001, 1.8394117E-003, 9.1896283E-001
 1.6500117E+002, 5.7383702E+001, 4.3671073E+001, 1.3030590E+001, 2.0907004E-001, 4.6693363E-001, 1.0221123E-003, 3.1570569E-003, 0.0000000E+000, 0.0000000E+000, 1.8556220E-003, 5.6454999E+001, 1.8556220E-003, 9.2684748E-001
 1.6600229E+002, 5.7384205E+001, 4.3671051E+001, 1.3028997E+001, 2.1046034E-001, 4.6757686E-001, 1.0302237E-003, 3.1821110E-003, 0.0000000E+000, 0.0000000E+000, 1.9075886E-003, 5.6448094E+001, 1.9075886E-003, 9.3420284E-001
 1.6700385E+002, 5.7384720E+001, 4.3671039E+001, 1.3027295E+001, 2.1194786E-001, 4.6826516E-001, 1.0389022E-003, 3.2089170E-003, 0.0000000E+000, 0.0000000E+000, 1.9252468E-003, 5.6440723E+001, 1.9252468E-003, 9.4207254E-001
 1.6800053E+002, 5.7385239E+001, 4.3671032E+001, 1.3025463E+001, 2.1355105E-001, 4.6900704E-001, 1.0482556E-003, 3.2378072E-003, 0.0000000E+000, 0.0000000E+000, 1.8990584E-003, 5.6432786E+001, 1.8990584E-003, 9.5055410E-001
 1.6900272E+002, 5.7385757E+001, 4.3671029E+001, 1.3023610E+001, 2.1517394E-001, 4.6975806E-001, 1.0577239E-003, 3.2670524E-003, 0.0000000E+000, 0.0000000E+000, 1.8622453E-003, 5.6424755E+001, 1.8622453E-003, 9.5913990E-001
 1.7000890E+002, 5.7386253E+001, 4.3671010E+001, 1.3021930E+001, 2.1664049E-001, 4.7043659E-001, 1.0662800E-003, 3.2934803E-003, 0.0000000E+000, 0.0000000E+000, 1.8758464E-003, 5.6417478E+001, 1.8758464E-003, 9.6689862E-001
 1.7100262E+002, 5.7386739E+001, 4.3670991E+001, 1.3020276E+001, 2.1808437E-001, 4.7110464E-001, 1.0747040E-003, 3.3195001E-003, 0.0000000E+000, 0.0000000E+000, 1.8882443E-003, 5.6410313E+001, 1.8882443E-003, 9.7453747E-001
 1.7200606E+002, 5.7387233E+001, 4.3670982E+001, 1.3018350E+001, 2.1976963E-001, 4.7188448E-001, 1.0845362E-003, 3.3498692E-003, 0.0000000E+000, 0.0000000E+000, 1.8120522E-003, 5.6401968E+001, 1.8120522E-003, 9.8345322E-001
 1.7300505E+002, 5.7387730E+001, 4.3670977E+001, 1.3016702E+001, 2.2121154E-001, 4.7255173E-001, 1.0929486E-003, 3.3758531E-003, 0.0000000E+000, 0.0000000E+000, 1.8189036E-003, 5.6394829E+001, 1.8189036E-003, 9.9108159E-001
 1.7400024E+002, 5.7388203E+001, 4.3670950E+001, 1.3015169E+001, 2.2254761E-001, 4.7316982E-001, 1.1007436E-003, 3.3999300E-003, 0.0000000E+000, 0.0000000E+000, 1.8649447E-003, 5.6388188E+001, 1.8649447E-003, 9.9815007E-001
 1.7500175E+002, 5.7388714E+001, 4.3670948E+001, 1.3013396E+001, 2.2410025E-001, 4.7388833E-001, 1.1098020E-003, 3.4279092E-003, 0.0000000E+000, 0.0000000E+000, 1.8434747E-003, 5.6380506E+001, 1.8434747E-003, 1.0063642E+000
 1.7600806E+002, 5.7389234E+001, 4.3670942E+001, 1.3011657E+001, 2.2562262E-001, 4.7459281E-001, 1.1186839E-003, 3.4553430E-003, 0.0000000E+000, 0.0000000E+000, 1.8455590E-003, 5.6372970E+001, 1.8455590E-003, 1.0144182E+000
 1.7700174E+002, 5.7389752E+001, 4.3670928E+001, 1.3009935E+001, 2.2712746E-001, 4.7528912E-001, 1.1274635E-003, 3.4824611E-003, 0.0000000E+000, 0.0000000E+000, 1.8620417E-003, 5.6365510E+001, 1.8620417E-003, 1.0223795E+000
 1.7800885E+002, 5.7390288E+001, 4.3670922E+001, 1.3007975E+001, 2.2884285E-001, 4.7608293E-001, 1.1374714E-003, 3.5133731E-003, 0.0000000E+000, 0.0000000E+000, 1.8136450E-003, 5.6357020E+001, 1.8136450E-003, 1.0314547E+000
 1.7900285E+002, 5.7390763E+001, 4.3670865E+001, 1.3006311E+001, 2.3028587E-001, 4.7675025E-001, 1.1458905E-003, 3.5393778E-003, 0.0000000E+000, 0.0000000E+000, 1.8659854E-003, 5.6349808E+001, 1.8659854E-003, 1.0390891E+000
 1.8000507E+002, 5.7391306E+001, 4.3670861E+001, 1.3004604E+001, 2.3178009E-001, 4.7744171E-001, 1.1546081E-003, 3.5663042E-003, 0.0000000E+000, 0.0000000E+000, 1.8981363E-003, 5.6342413E+001, 1.8981363E-003, 1.0469941E+000
 1.8100523E+002, 5.7391856E+001, 4.3670863E+001, 1.3002865E+001, 2.3330378E-001, 4.7814687E-001, 1.1634976E-003, 3.5937618E-003, 0.0000000E+000, 0.0000000E+000, 1.9200580E-003, 5.6334881E+001, 1.9200580E-003, 1.0550551E+000
 1.8200179E+002, 5.7392403E+001, 4.3670864E+001, 1.3001004E+001, 2.3493507E-001, 4.7890182E-001, 1.1730148E-003, 3.6231583E-003, 0.0000000E+000, 0.0000000E+000, 1.9019213E-003, 5.6326816E+001, 1.9019213E-003, 1.0636853E+000
 1.8300029E+002, 5.7392920E+001, 4.3670843E+001, 1.2999304E+001, 2.3641905E-001, 4.7958841E-001, 1.1816728E-003, 3.6499005E-003, 0.0000000E+000, 0.0000000E+000, 1.9336283E-003, 5.6319450E+001, 1.9336283E-003, 1.0715363E+000
 1.8400034E+002, 5.7393445E+001, 4.3670827E+001, 1.2997534E+001, 2.3796510E-001, 4.8030376E-001, 1.1906928E-003, 3.6777611E-003, 0.0000000E+000, 0.0000000E+000, 1.9466051E-003, 5.6311782E+001, 1.9466051E-003, 1.0797156E+000
 1.8500114E+002, 5.7394002E+001, 4.3670833E+001, 1.2995562E+001, 2.3969437E-001, 4.8110409E-001, 1.2007817E-003, 3.7089233E-003, 0.0000000E+000, 0.0000000E+000, 1.8989821E-003, 5.6303239E+001, 1.8989821E-003, 1.0888642E+000
 1.8600049E+002, 5.7394538E+001, 4.3670821E+001, 1.2993634E+001, 2.4138001E-001, 4.8188408E-001, 1.2106161E-003, 3.7392994E-003, 0.0000000E+000, 0.0000000E+000, 1.8692098E-003, 5.6294887E+001, 1.8692098E-003, 1.0977820E+000
 1.8700075E+002, 5.7395061E+001, 4.3670798E+001, 1.2991666E+001, 2.4309800E-001, 4.8267894E-001, 1.2206392E-003, 3.7702585E-003, 0.0000000E+000, 0.0000000E+000, 1.8294695E-003, 5.6286361E+001, 1.8294695E-003, 1.1068709E+000
 1.8800011E+002, 5.7395560E+001, 4.3670758E+001, 1.2990077E+001, 2.4447974E-001, 4.8331806E-001, 1.2287008E-003, 3.7951585E-003, 0.0000000E+000, 0.0000000E+000, 1.9031110E-003, 5.6279476E+001, 1.9031110E-003, 1.1141811E+000
